label	text_a
1	听《美梦成真》、《泪海》喜欢上了，好像蛮长时间没她的新歌了。
1	点在痘印上，都看不出来了，很不错，支持一下！～
1	我很喜欢
1	惠兰这套很适合在家里练,本想报个瑜伽班的,这下可省了几大百了.电视效果很清楚的.
1	质量还行，因为我喜欢张帅哥的作品，虽然有点贵，但我认了。
1	《指环王》三部曲的电影音乐是大气的，细腻的，交响乐般的，旋律性也很强，非常好听，值得收藏。但这套碟片音质尚欠缺一些。
1	你会很激动，强大的品牌之道，是可以实现的，这才是价值所在。
1	图像清晰，配音清楚，价格比盗版都要低，值得收藏！
1	不错  实用
1	最后一本了，拜托卓越一定想办法，让霆锋来签次名啊！！！！拜托拜托啦～～～～～！！
1	希望以后马先生讲得其他内容也应在卓越上买到
1	听着蛮经典的，不过，比想象的大，没想象的做工好。不过毕竟是大牌子，还可以
1	一直很喜欢英雄无敌系列游戏，历代英雄无敌系列都玩过了，更不能放过英雄无敌五。正版的游戏质量有保证，卓越现在的价格又很超值，就买了一套准备回家好好玩玩
1	看了这本书，总体感觉老外带孩子比中国人要粗些。其实，本来就不用太过细致了，人家那样照样能把孩子带好，不能把孩子放在保险箱里养。这书挺好的，可以看看
1	游戏质量非常高（真实度，画质，可玩性）。想体验拉力赛车手的朋友绝对不可以错过！新手不用担心难度太高，游戏的难度划分非常的好。至于缺点其它网友都说了：配置要求，还有就是汉化的质量。再由就是觉得价格有些高的朋友，稍微等等几个月就下来了。
1	喜欢他现实，不矫揉的诗。诗按照时间顺序排列，也很喜欢封面。
1	与日系的不同，这本书风格很大气，很多东西很实用。最后的图纸非常的详细，简单的步骤都略过，把最紧要的关键点都写清楚了。印刷精美，内容详实，推荐大家购买。
1	好喜欢哦，但是又怕质量出问题。夏新的机子性价比是最好的，但质量还是不大放心。有谁用过这机子的，烦说下怎么样。因为我好想买的，真的。
1	还没仔细看  感觉像个大辞典
1	这本书已经完结了，封面上那个“壹”字，代表的是，《三生三世》是彩虹堂2009年推出的“前世今生系列”的第一本，并不是说《三生三世》还有第二本 大家放心吧
1	建议看此书时，只看他的客观记录，而不要去看他的有些个人议论，会被误导的。不过还是本值得一看的好书
1	步骤很详细.很实在
1	因为剧集太多没看全。虽然电视里老放，还是看不全。干脆买全了放家里慢慢看。
1	很喜欢这个小老头~！
1	小孩一年一度的生日音乐会当时没能去现场,真遗憾还好有这张DVD,这唱演唱会的小孩真素又帅,又米,关键素声音好好听阿,好好听阿顺便吼一声,09310成都哒,成都哒,成都哒
1	刚刚收到书，很不错。
1	还不错！
1	快点进货吧，已经缺货一点日子啦。想买都买不了。
1	对孩子很有帮助。印刷质量也很好。但是：1、文字错误的地方很多 2、CD制作很粗糙。
1	是紧接着上部那40集的么，这下半部的40集就全部结束了？
1	mp4其实是不支持的
1	都是我最喜欢的经典国产动画片，两岁半的儿子好像还看不懂，更喜欢看动画书。
1	关于卓越网是“苹果官方唯一网络授权”有确凿的证据吗?质量到底如何,卓越有保证吗?
1	给宝宝做保健操，讲解很详细，真人示范，~~
1	啥时有货
1	卓越在运费上面下了功夫了，太霸王而且明骗！转帖网站收费标准！！！1. 普通快递送货上门及平邮订单配送费为5元/单。配送优惠：每张订单商品总金额满49元(及以上)优惠5元配送费。 2. 加急送货上门的配送费，北京、上海、广州地区为10元/单，其它地区为15元/单(配送优惠为5-10元/单，每张订单仅享受一次配送优惠)。 3. 邮政特快专递EMS配送费收取标准： 配送费 = 基价(20元/包裹) + 浮动价格 最后一条:基本费用20元＋手机一件20元，也就是发一个手机40元运费~2个就60元运费~以此每＋一件20元递增~！那么国内EMS标准收费20元—25元不等~（邮局可以砍价的）按照20元一件计算，卓越就多收了20元每件~那按照这个标准收也就罢了~！国内大城市对大城市邮局是有时限到货的，基本在2天到2.5天~~实际我们收到货是多少天呢！！大概在5天左右~~~~《《《《《这是为什么呢》》》》~~~！！当天的订单基本当天是可以把货发出来的~按照邮局的EMS时限到货应该在第3天我们就可以收到货的，我呢和邮局还有卓越一直在跟踪我的货走向~结果发现卓越邮寄的方式是经济快递~不是EMS！！邮局的客服电话解释！！这是在欺骗我们啊！为什么标准邮寄方式的收取了费用却没有使用！！没能得到卓越的满意答复..长在这里买东西的兄弟们可以电话咨询~卓越和邮局综合解释如下：电子产品有电池的所有产品不允许走EMS特快专递。只能走经济快递铁路运输。多收费已经是属于霸王条款了！卓越明知道不能发特快专递却不表明发经济快递！！太差劲了~大家自己算算经济快递是走铁路的~~费用1公斤以内收费10元！！也就是一个手机的运费卓越又赚取我们30元的血汗钱~~~~看似收费是多收了20元每件，那么实际是多收了30元。却把我们蒙在鼓里。欺诈，绝对的欺诈~~文笔好的朋友们，希望能吧我的这些发现写的更好点让卓越给我们一个合理的运输费用~~~~~~~~~觉得有用的支持一下~！！！
1	书中阐述的道理大家都明白，难为作者能够通过很简单的小故事讲述出来，有很多感同身受到地方。不过是否能改变自己的生活还是要靠自己
1	这个版本的书我几乎都买了！纸张很好，翻译也不错（我对照英文原版看的，我是中美混血儿，所以中英文都还过得去），我觉得很好！我想买了一定不会后悔！极力推荐！！！Buy it！！！！！！！！
1	每一首都很经典，值得收藏
1	不错啦，老师推荐的，找了一个学期，终于让我找到了
1	虽然讲的还是很简略,但大家的风范非常值得感受.
1	请问此款机器的颜色和普通版的D600（黑）有些什么不同？卓越客服能帮我看一下么？
1	我刚买好，也看过了。效果不错喔！送的写真图册，写很灵！喜欢JAY的朋友可以用作收藏！
1	买来看了你就知道它的奇妙了!哈哈哈哈!
1	听后感觉不错。
1	很帅啊，不过壳子压坏了，运的时候肯定饱受摧残。。。。。。。
1	张悦然的书一直都收藏着，这本也不例外！
1	因为游侠汉化事件造成双星2延期到6月底才发行等了这么久了我超爱F社的游戏强烈支持！！！
1	买之前是因为看他排名比较靠前，买去来以后发现确实很不错。
1	无话可说，不买绝对后悔！
1	个人觉得这是久石让最近最好的作品,什么时候有?
1	排版有问题，页面上下不居中，可能是出版社不能正常出版的次品吧！
1	一本好书，很完美
1	终于认真地把这本书看完了，总的来说很不错，很实用，其中的一些经络养生方法很适合我这种上班族女性，感谢萧医生！
1	什么也不说了，经典作品，另外可以做此类游戏的入门学习……
1	就是我要找的，很少有地方有这
1	思路很新颖，值得看。
1	第一，信号很稳定，如前面网友所说的信号不好，那就要看具体情况了，很多种原因都能造成信号不好。第二，不是库存，我收到的机子是2009年4月下旬出厂的。第三，电池很耐用，一块充满的电池至少可待机4天，这一点要比GSM制式的NOKIA手机强了很多！综上，我给好评！
1	因为之前我买了几个游戏，结果到了家都玩不了，因为我没有注意后面的操作系统里面没有写有VISTA。。麻烦高人指点。
1	对于爱好中华传统文化的人是一部很好的记录片，它没有教课书那么枯燥，也不似工具书那么艰涩难懂。马未都先生以他渊博的学识对你娓娓道来：中国古典家具收藏……
1	brightman一贯的高水准音乐素质，录音品质。以这个价格和引进版包装以及赠品来看，brightman真是很红。这次的质量还可以，音质其实用不着和原版去比，我相信用原版和引进版在同一个普通的播放器材上播放，绝大多数歌迷还是听不出差别的，再说引进版有那么差么？原版100左右你就真能听出高音质？当然借助专业器材是可以测评出来的。一句话，这次引进版音质很不错了。这样的歌手，这样的歌曲，绝对值的一听！
1	24号订的25号就送到了，里面的内容超酷！书都是铜版纸印刷，拿在手里厚重的感觉绝对值！世纪卓越快递公司的邮寄包装也很好，（注意，我说的快递公司是世纪卓越，可能不同商品用的快递不一样，比如仙剑4豪华版是合众天成货运），我购买的三个物品放在纸盒箱里，上下都垫上了泡沫以防止震动，真贴心啊！什么时候空之轨迹SC也能出这种DVD，不用那个什么倒霉的网络激活就好了！
1	喜欢，但是为什么编辑不能把这DVD的详细信息写清楚呢？配音呢？我们想知道配音是什么：-（
1	近两岁的女儿非常喜欢看,碟片质量不错，用42寸宽屏放也很清晰。
1	就内容而言，值得收藏。能帮助自己摆平心态，这年代能听进去的教育不多，这总算是个例外。
1	老板,你们怎么不进货呢??????????????????????????????郁闷
1	很不错 很喜欢的 值得购买
1	整体说还不错，只是词汇量少了些，好些基础词汇都被省略了，所以比较适合单词量大的同学，对基础不太好的同学来说灰楼被很多重要单词的。
1	虽然有点味道的，但孩子很喜欢
1	是买给父母的礼物，还没用多久，他们很开心，应该是不错的。
1	除了送来时 觉得书有点被蹭了外  总体来说 里面的内容非常不错 很好
1	绝对的好听，歌坛需要这样的声音
1	这部戏我曾经看过很多次,虽然年代有些久了,但是,剧情丰富,演员表演得很到位,尤其是办公室争斗,很值得一看,颇有提醒,虽然还没看,不知道质量如何,但是,我还是很相信卓越的
1	南拳妈妈的歌曲很好，可惜版本的歌曲可惜不全！
1	等了很久终于上市了！！开心！从中能学到很多职场智慧，看到……极品男人。hiahia
1	至于D 就感觉 有些重复的样子
1	质量不错嘛！
1	TB上只要330，要是这里能降到350我肯定买，毕竟在JOYO买了很多东西，信得过
1	总体来说这部片子还是有很多的好地方的，相对于一部90分钟的片子来说，在内容上还是不够详细，毕竟紫禁城几千年的悠久历史是很难压缩到这么短的时间的，就是价格有点贵，如果很全的话，我估计很少人能去买的，
1	编辑的也很好。
1	一般的痘印都可以一涂就涂没了，有点像光影魔术手软件的去斑功能。痣的话只能变淡，不能全弄没，如果要全弄没的话，颜色要涂好深才行，不过那样与周围肌肤颜色成对比就不自然了。大点的斑的话，只能变淡，还是看的出。不过涂完了痘印肌肤看起来好好哦~误以为自己真的皮肤好健康，自我催眠，呵呵。就是太少量了。不晓得能用多久。
1	我来顶上去，看看问题所在
1	I like it, hear it on my car. i had good time with it.
1	我买的这个版本里面有3张安装盘，可是安得时候却提示要安装第四张盘，怎么搞的？现在游戏玩不了？
1	虽然是4年前的奥运会，不过还是很值得珍藏。
1	我非常喜欢此类书籍！
1	好书一本，其他不必多说了。
1	这套教学片，浅显易懂，而且很幽默，我女儿可喜欢了，经常一边看一边笑，还能学到很多汉字知识，我跟她一起看也能学到很多我不知道的知识，强力推荐，学问猫学历史什么时候有啊，通知我一声，如果教师都能向学问猫一样教孩子，那孩子们一写会学到及掌握很多知识，也不会厌学。
1	真是一个意外的价格，不如其他几本也一起降一嘛，这样大家买起来多方便的。。。
1	感觉影片不错，其他就不多说了。
1	外出的朋友一定要记得带是这本最完善，最真实的自助游手册啊
1	在卓越买了十几年碟,第一次碰到没法看的,我都不知道该怎么办?这可是我喜欢的老电影,我是买来经常看看并收藏的.
1	支持抗议！！！！支持M8！！！！！重申M8不是iPone！！！！！！！！！！！！！！！希望卓越不要犯低级错误！！！！
1	很不错，喜欢
1	搞得好像很复杂，但是只要玩一盘就明白了。很容易上手的游戏，适合多人。
1	我喜欢。买来学英语。
1	我非常喜欢的一部电视，破案过程非常过瘾
1	上学期在学校辅修了一门法语，本人又很爱听歌，所以就买了这个东东来帮助偶学习法语～这里面收录的歌超多，像大家熟知的“依莲”还有“蝴蝶”都在里面，除了这两首歌，还有很多很好听的歌而且绝对是以前我听也没听说过的～嘿嘿，真是过瘾～另外cd里还附有歌词，打算过两天开始学唱法语歌了～绝对推荐购买～
1	书真的写得很不错，作者以360度全景描写了杜拉拉的职场生活，书中会很实际的讲到怎样与上下平级处理关系，虽然书中很少笔墨描写了主人公的爱情，却很深刻。看完这本书，虽然我不是外企职员，都觉得受益颇多
1	说实话我还没玩，因为最近游戏出的很多，一下子都买了玩不过来。但今天看见卓越的邮件了，就为了这个售后态度，我也要来说几句。无论是产品的质量还是卓越的服务态度还有配送员的质量真都没话说。非常好。我是和幻3本篇一起买的，2样东西每个都仔细的包了大大的塑料泡沫，然后放在箱子里，派送员拿出刀当场划开让我看里面，让我确定后再签字，我不拆包装都不行……（笑）我在哈尔滨，这边很冷，派送员来的时候直打哆嗦，十分感动。嗯，卓越的一系列服务，质量很高~
1	这本书不错!看的出来，六哥花了很多心血在上面!推荐一下
1	看过~据说好多电影的特效都是用这个做出来的~~
1	超级喜欢这张专辑
1	东西的质量不错，值得一买，价格也公道
1	给爸爸看，他也觉得不错，跟着练练太极拳健身很合适
1	便宜  而且很好  目前没出什么问题  买了好几个月了
1	去电影院看过，很感动，特地到卓越来买张正版支持一下。
1	一看就是实修者才能写的出的书，了不起。阿姜查道出了佛法的真谛，也是世间的一切真谛。是一部实修的宝典。让我们先从神秀大师的：身是菩提树，心若明镜台，时时勤拂拭，勿以惹尘埃的入世法修起。再到慧能大师的：菩提本无树，明镜亦非台，本来无一物，何以惹尘埃的出世法来面对这个五浊恶世吧。你会很清净的。
1	第一次在卓越买东西..^^;;虽然韩版已经有了..还是期待引进版的入手^^
1	50年后的地球会是什么样子？如果你看过电影之后，请相信我，你会从此改变你的生活环保不是口号，也不是恐吓与威胁，而是人类求生的本能，仅此而已
1	前一段时间不是降到一千九百多吗，怎么又到两千多了，并且有两种颜色的还缺货，没有选择的余地，等降到两千以下再买吧！
1	这本书出色的地方在于它可以为我们展示各种win32 api，对里面容易产生错误的使用方法进行讨论，而且结合window vista的新功能来和windows的原理来解析，此书知识量大，是一本长期受用的书籍，必须详细咀嚼，前后翻查，加以实践和思考才能读通，因此适合对windows编程真正感兴趣的人来读。
1	买了5年了，真是太好了。其中的《白事会》、《夸住宅》等尤其经典，这才是真正典型的中国式传统幽默，加上马老特有的不温不火的风格，百听不厌。《开粥厂》这个版本不太好，没有“曾子曰”的内容，逊色不少。另外，卓越商品介绍目录中的《天王朝》应该是《天王庙》，“庙“的繁体字是“广”下面加一个“朝”字，批评一下。
1	想都不用想就预订了，好高兴啊。张杰拥有一把很好的嗓音,是一个天生歌者.终于等到了你的新专辑,《明天过后》很好听的名字，令我觉得这一定是一张感人的唱片。《我们都一样》很抒情，很励志，让人听了会莫名感动，《天下》是一首中国风的歌曲，很特别，很柔情...很期待其他歌曲，相信会是迥然不同的歌，一定会很好听，很期待听到你的歌声，会唱出怎样的歌曲呢？张杰，明天过后，我们依然爱你！
1	我小孩喜欢反复看了多次
1	这本书是帮同事买的，好不好不大清楚。但同事指定要这本书，想必有些用处
1	如果来到这个页面 你还不打算买的话 那你就错失一张好专辑了!!!如果你担心CD质量或送货问题及不愿在卓越买(但一般来说卓越的服务是还可以的)也请考虑在别处购买这张专辑~因为实在是太好听了~
1	都是我小时候看着长大的动画片，看着又勾起了对童年的回忆，但年代太久远，画面质量实在粗糙，色彩不够鲜艳，再加上故事的内涵有点偏深，我两岁半的女儿不是很喜欢，倒是我看的津津有味。
1	课程编排明显是根据当时教学内容重新编辑，当中有不能很好衔接的地方。
1	日本，作为一个二战中的战败国，却能够在短短的数十年而发展成世界顶级性强国，这是举世震惊的。它为什么能够在极短的时间内发挥了极大的功效呢？为什么能够在如此危亡的时候变得如此的有生命力？为什么能够在创伤中这么容易的振作起来？这其中的一点就是“拥抱战败”。《拥抱战败——第二次世界大战后的日本》从民族的角度，从执政的角度来剖析了这些为什么！语言、文化、宗教与思想，本书涉及的史料之丰富，写就的全方面。是一个美国学者对日本研究之精深，之复杂的具体表现。本书另一个特点就是非常规性，他从诸多隐性的方面来分析发展的日本，这是最大的两点，也是本书获诸多荣誉的保障，相信读了本书的人能够更加地全方位的认识日本发展之因，更加地享受了日本一个不容小觑的国家的真正民族精神！
1	老公很忙，没有时间陪我去上孕妇班，给我买了本书，可以在家自己学习和运动。这书我很喜欢，自己看书也可以学到很多东西，而且时间安排还自由，我喜欢。
1	不管包装还是歌词本做的都很精致,呵呵还送了东西绝对物超所值啊.整张专辑肯了就很舒服.比小宇宙样子好看,但是歌好听就好了啦.青峯大爱~!
1	都是名家之作，不会让你失望的。不过由于是历史录音，音质稍微有些糙，可以理解。
1	从专辑质量来说确实非常的好~但是感觉最近新索涨价的厉害~当时有抽奖的时候也就是38块~现在是越来越高了~强烈要求降价~
1	如题，等降点再买
1	现在时孕后期，每天晚上提前上床给宝宝讲故事，也是自己的感觉，feel到宝宝也很期待故事书的感觉和我儿童时期接触的一样，也是图画大大的，很可爱，颜色鲜艳，以后宝宝还可以使用
1	关于佛的故事，一段皈依的历程
1	现在的引进版质量越来越好了
1	这本书不错，实例很多，只要按步骤一步一步完成就可以，感觉提高很快。但有些操作描述与实际情况不符，结果很令人费解，我也是反复实践才搞懂，就算是提高吧。这本书作为ADAMS入门的教材不错。
1	录像年代比较近，所以图像和声音都比较好。三个折子戏，总时间约一百二十分钟。
1	可以让我掌握我不会的知识，受易非浅
1	等好久，終於等到上市了裡面的方子作法很多很豐富，值得擁有！
1	其实以前看过两遍，很长时间后，看到电台重播又不由自主跟着看上了。于是考虑还是买一套
1	首先，我打分5分是因为很喜欢这部电影，但卓越真的很耽误我的事！！！我6月29号下的订单，但是上面写着7月11号才能送到（到时候在托1，2天也是卓越的作风。。。。）7月10号后还有事情。。我定的其他3本书都是老师规定的暑假阅读书籍，我们8月初就要交作业了。。。。。等书到的时候，半个假期都过去了，叫我怎么办，卓越真的很不周到，像99read有一次，一天就送到了，而且他们最慢3天。而且我想不出如果早一点送到，卓越会有什么损失，毕竟派送员都是一样的人，为什么卓越下货这么慢。。。如果这次7月10号之前送不到，我就再也不来卓越了！！！！
1	这个新版的和以前版本的版式不同，很不错的。
1	很喜欢这本书，学习完对EXCEL的操作很大的进步！谢谢！！
1	2次都这样了，究竟是有货还是没货啊
1	非常好的书，适合反复研究
1	急！！！！！！！！！！
1	喜欢喜欢~~快看吧！！！
1	很不错的瑜伽课程
1	几天没看邮件，又缺货了呜呜呜呜呜呜……
1	某网才46.00说！
1	学习日语的经典，必备的学习材料，当然要买
1	买了，昨天送来了。对比了一下，跟原装的一样。包装真的是简单哦，一个薄薄的塑料小袋。不过看了插口，都是没有用过的新品。
1	我买了好几本图说天下觉得很好图文并茂  对学习地理有很大的帮助我会继续支持的.......
1	颜色很鲜艳，很适合孩子阅读，我买给了一个四岁的小姑娘，她很喜欢
1	新蛋网的报价比这里低啊~中关村的价格比这里便宜不少啊~~~~
1	不出所料,里面塑料有破损!3碟都带DTS!!!!
1	加油，陈绮贞！
1	等了N久的了，已经有台版的了，但是还想买一些送给朋友，快点补足资料，上货吧！！！9月3日补充...JOYO的效率啊...现在介绍还是裸着的...补充一部分...下一秒 谁会是你生命中的神秘嘉宾~~ 没听过披头四 嘴裡不会唱著爱与和平 没看过村上春树 脑中不会写出诗一样的梦境 没遇见那个人 心中不会出现爱情 现在的你 等待著谁闯进生命 ◎等待一年,终於等到真正的冠军出辑 第一届星光大道冠军 全亚洲万眾期待 首张个人专辑 迷幻的 慵懒的 诗意的 摇滚的 态度的…. 终於等到 百变的林宥嘉 ◎华语乐坛王牌新秀音乐人精心调製精品专辑 华研唱片全力打造歌坛新人王 陈小霞,林夕,李泉,施人诚,小宇,郑楠,陈信延等华语音乐顶尖创作人联手打造林宥嘉首张专辑,华研唱片大手笔宣传, 演唱会/签唱会双管齐下同时造势 人气买气一网打尽,目标2008歌坛新人王 ◎打破纪录,更要创造纪录 发片前林宥嘉就已创下两项纪录； 1.未发片就举办北、中、南三场大型售票演唱会,是乐坛第一人； 2.因个人特质,良好形象和超高人气成為厂商最爱,未发片广告代言和活动邀约不断,到处都看得到优质林宥嘉
1	我现在买这款1250贵吗？我没去卖场问过 希望了解它的给个建议呗  谢啦
1	今天下午收到的货，包装很整洁，打开来看，很舒服的手感，外观也很漂亮，我很喜欢，以前也定过一个，美好家的，质量不好，这次的很不错，索客，质量很好，我现在正在用它在床上打字，很舒服，呵呵~~
1	如果你还没买过菜谱，你一定要买这一本。强烈推荐作者的博客
1	这个软件还比较有用，不过学习关键还是在自己用功否，所以结果当然也会因人而异喽！
1	送给侄子的儿童节礼物，在学校里订的，很担心会赶不及送到，就打了客服电话，客服妹妹说会帮我尽快发出的，结果超级神速，第二天就到了！！侄子很喜欢～现在的小孩真开心，有这种寓教于乐的东西可以用
1	挺不错的。。
1	看过阿婆的几部作品，这部是我最喜欢的！故事情节严密，推理结果让人信服
1	我买了江民杀毒2008升级版，好用。五星
1	音效非常棒，听起来很舒服。赞！
1	标准的教学片，很好！就是贵了些。
1	这本CD买回家以后,几乎是天天都要听上一遍.喜欢李健的声音,这声音让我安静;让我思考;让我迷茫~~还有像&lt;天狐&gt;中的电吉他SOLO间奏,&lt;异乡人&gt;&lt;松花江&gt;中平实的木吉他伴奏``让我这个吉他爱好者更是喜爱!!翻开歌词本,看着鲁豫写的续;看着那几张以发黄的老照片;看着李健全家在哈尔滨老动物院的合影!听这位家乡歌手唱歌``有着说不出来的感觉!我们都是喝着松花江长大的.
1	确实好书
1	经典，值得收藏。清晰度差，但是我找到的最清晰的了。这个系列的我还在买
1	这个电脑包还不错，内部空间不错，可以装蛮多东西，功能分区比较合理，DELL 1520刚好放进去......
1	买了这本书后，看了一小半，觉得写得确实不错。好多以前比较模糊的概念变得清晰了许多。只是，书送过来的时候，里面有好多页都皱了，这让我觉得有点不爽，呵呵，只有封面像正版的。总之，这本书不错。
1	价钱也不贵 建议大家收藏了
1	绝对是经典中的经典,文笔流畅,引人入胜,我是连续五个晚上熬夜看完的.
1	内容挺丰富的，资料设定也挺精美的，可就没找到礼品卡，呵呵，对我到是可有可无的东东，但不希望下次买其他东西再少点什么！！！
1	发短信打电话都很好 键盘手感很好 对于只打电话发短信或者用作备用机的人来说 已经很好了，个人觉得诺基亚的输入法和键盘舒适度就值两百块了，毕竟有的厂家几千块的手机都没这个手感，比如LG，那个人性化叫一个烂，不知道怎么想的。两百多买个这个 值得了。
1	在这买了要保修的话 会不会麻烦啊
1	畫質大部分還不錯~值得珍藏!
1	起码到现在为止也出现问题用了一年了
1	First you need to ask. Then, if you believe, you will receive . The secret is the law of attraction. 这书中引用了很多不同的观点，很多是阐述the law of attraction. 在每章节的末尾会有一个总结，类似于小时候抄的名人名言！在书的最后目录上，分别介绍了书中引用对象的简介！作者只是起一个穿引的作用！书中还有很多地方引用The Science of Getting Rich，和The Master Key System。  前一阵子在看这一类的书籍，了解到了这本书，后来在美国amazon查了一下，真的很火！而且目前国内有些书的就是仿照这本书来写的，虽然作者名不是第一个写“秘密”的人，但她也应该是一个不错的研究new thought的人。因为文章内容这样的创意很新颖，独特。通过一系列的类似于名人名言之类的文章，让你自己从中去探索你所需要的，或者说你已经遗失了的东西。从而认识你自己，改变心态，快乐生活！虽然也有科学家说the law of attraction很唯心，会让思维变得disorder,但我觉得，很多东西只要你相信，并去努力！最终是会实现的。为了自己的梦想加油吧！    但是我有一个建议，如果英语水平ok的话，去看英文原版的！在这个问题上我其实犹豫了很久。因为在前一阵子看的类似的书时，因为看的都是翻译版的，总觉得在内容上容易受译者的影响，不能更好的阅读作者的本意。虽然我个人也是学翻译的，我觉得无论是直译还是意译都会存在一定的问题！所以还是主张看原文。    其实，之前一直在考虑要不要买原版的。因为价格蛮贵的，书也只有将近200页，总觉得很不划算，而且还没有买过这么贵的。但是后来还是买了，我觉得如果能从书里面学习到一些什么的话，那么金钱是无法衡量的！英文版的才开始看，但真的很不错，全是彩页的，hardcover,不是那种超轻纸，而是很厚，有光泽的那种！    ps:提个醒的那位仁兄的建议蛮有道理的，amazon的编辑可以考虑一下！
1	靠,又降价了,白色的还来不来啊!!!给个准话呗~等的花儿都谢了...
1	我还没有全部读完，才看到前面几个篇幅，英文内容很简明易懂，适合学习英文的我们。中文翻译的也不错，相当精确。内容不错的一本书。
1	上网对战，歌曲都很多，毯子踩起也比较舒服，很好
1	我相信书还是可以反映出一个人的品格的，读完此书，我就觉着罗杰斯挺真诚挺亲切，而他对女儿的爱也非常的感人。论页数和价格，此书还是太贵了，论品质，我认为还是物超所值的，都是非常宝贵的人生经验。
1	深入浅出，实用性非常强，对生活很有指导意义。
1	BBC China：演唱会比发行唱片带来更多收入 对流行歌手来说，一直以来发行唱片是他们的主要收入来源，演唱会则是推销唱片的手段之一，或是额外收入。但是此一时，彼一时，随着时代变化，唱片和演唱会收入的比例也发生了变化。里程碑根据英国表演专利协会（The Performing Rights Society）的统计，2008年英国唱片业收入达8.97亿英镑，而现场表演收入则达到9.04亿英镑。演唱会收入第一次超过了唱片发行收入。英国表演专利协会为艺人和作者收取专利费，他们说，这是一个划时代的变化。英国表演专利协会的首席经济师Will Page说，“根据2008年唱片发行和演唱会门票的收入来看，我们到达了一个里程碑，现场表演收入正式超过了唱片发行。” 其实，不少艺人早已看到了这个唱片市场萎缩，现场表演畅通的潮流。近年来越来越多的艺人和歌手通过巡演增加收入。著名歌星麦当娜就是最好的例子。有远见精明并富有创意的歌手麦当娜2007年同演出公司Live Nation签署了破纪录的1.2亿美元一揽子10年合同，包括所有唱片发行和演唱会收入。近年来，麦当娜几乎连年举行大规模巡演。2006年，她的Confessions世界巡演收入高达1.93亿美元。2008年的Sticky and Sweet巡演收入更超过2.81亿美元。使麦当娜成为过去一年世界乐坛收入最高的流行歌手。而去年收入仅次于麦当娜的也是一位女歌手 – 加拿大女歌手Celine Dion。她的世界巡演收入达到2.36亿美元。http://www.prsformusic.com/Pages/default.aspx
